"Country or Area";"Year";"Area";"Sex";"Religion";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Anguilla";"2001";"Total";"Female";"Jehovah Witness";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"44";""
"Anguilla";"2001";"Total";"Female";"Jewish";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"7";""
"Anguilla";"2001";"Total";"Female";"Methodist";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"1368";""
"Anguilla";"2001";"Total";"Female";"Muslim";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"16";""
"Anguilla";"2001";"Total";"Female";"Pentecostal";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"480";""
"Anguilla";"2001";"Total";"Female";"Presbyterian";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"14";""
"Anguilla";"2001";"Total";"Female";"Rastafarian";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"8";""
"Anguilla";"2001";"Total";"Female";"Roman Catholic";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"343";""
"Anguilla";"2001";"Total";"Female";"Seventh Day Adventist";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"447";""
"Anguilla";"2001";"Total";"Female";"Other Religions";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"205";""
"Anguilla";"2001";"Total";"Female";"No Religion";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"160";""
"Anguilla";"2001";"Total";"Female";"Not Specified";"Census - de facto - complete tabulation";"Final figure, complete";"2003";"12";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"76886";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"19767";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"51";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3777";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"194";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Church of God";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3443";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1982";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"189";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Islam ";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"228";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1257";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Methodist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6091";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8057";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8118";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"205";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"973";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8021";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"444";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Seventh Day Adventist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9436";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"66";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"116";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3145";""
"Antigua and Barbuda";"2001";"Total";"Both Sexes";"Not Declared";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1329";""
"Antigua and Barbuda";"2001";"Total";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"36109";""
"Antigua and Barbuda";"2001";"Total";"Male";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9482";""
"Antigua and Barbuda";"2001";"Total";"Male";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"20";""
"Antigua and Barbuda";"2001";"Total";"Male";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1635";""
"Antigua and Barbuda";"2001";"Total";"Male";"Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"100";""
"Antigua and Barbuda";"2001";"Total";"Male";"Church of God";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1435";""
"Antigua and Barbuda";"2001";"Total";"Male";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"849";""
"Antigua and Barbuda";"2001";"Total";"Male";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"100";""
"Antigua and Barbuda";"2001";"Total";"Male";"Islam ";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"136";""
"Antigua and Barbuda";"2001";"Total";"Male";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"548";""
"Antigua and Barbuda";"2001";"Total";"Male";"Methodist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2822";""
"Antigua and Barbuda";"2001";"Total";"Male";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3792";""
"Antigua and Barbuda";"2001";"Total";"Male";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3455";""
"Antigua and Barbuda";"2001";"Total";"Male";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"102";""
"Antigua and Barbuda";"2001";"Total";"Male";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"764";""
"Antigua and Barbuda";"2001";"Total";"Male";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3647";""
"Antigua and Barbuda";"2001";"Total";"Male";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"196";""
"Antigua and Barbuda";"2001";"Total";"Male";"Seventh Day Adventist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4263";""
"Antigua and Barbuda";"2001";"Total";"Male";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"28";""
"Antigua and Barbuda";"2001";"Total";"Male";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"57";""
"Antigua and Barbuda";"2001";"Total";"Male";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1954";""
"Antigua and Barbuda";"2001";"Total";"Male";"Not Declared";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"724";""
"Antigua and Barbuda";"2001";"Total";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"40777";""
"Antigua and Barbuda";"2001";"Total";"Female";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"10285";""
"Antigua and Barbuda";"2001";"Total";"Female";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"30";""
"Antigua and Barbuda";"2001";"Total";"Female";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2142";""
"Antigua and Barbuda";"2001";"Total";"Female";"Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"94";""
"Antigua and Barbuda";"2001";"Total";"Female";"Church of God";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2008";""
"Antigua and Barbuda";"2001";"Total";"Female";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1133";""
"Antigua and Barbuda";"2001";"Total";"Female";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"89";""
"Antigua and Barbuda";"2001";"Total";"Female";"Islam ";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"91";""
"Antigua and Barbuda";"2001";"Total";"Female";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"709";""
"Antigua and Barbuda";"2001";"Total";"Female";"Methodist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3269";""
"Antigua and Barbuda";"2001";"Total";"Female";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4264";""
"Antigua and Barbuda";"2001";"Total";"Female";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4663";""
"Antigua and Barbuda";"2001";"Total";"Female";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"102";""
"Antigua and Barbuda";"2001";"Total";"Female";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"208";""
"Antigua and Barbuda";"2001";"Total";"Female";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4374";""
"Antigua and Barbuda";"2001";"Total";"Female";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"248";""
"Antigua and Barbuda";"2001";"Total";"Female";"Seventh Day Adventist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5173";""
"Antigua and Barbuda";"2001";"Total";"Female";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"39";""
"Antigua and Barbuda";"2001";"Total";"Female";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"59";""
"Antigua and Barbuda";"2001";"Total";"Female";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1191";""
"Antigua and Barbuda";"2001";"Total";"Female";"Not Declared";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"606";""
"Armenia";"2022";"Total";"Both Sexes";"Armenian Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2793042";""
"Armenia";"2022";"Total";"Both Sexes";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"6316";""
"Armenia";"2022";"Total";"Both Sexes";"Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"17884";""
"Armenia";"2022";"Total";"Both Sexes";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"15836";""
"Armenia";"2022";"Total";"Both Sexes";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2132";""
"Armenia";"2022";"Total";"Both Sexes";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"9035";""
"Armenia";"2022";"Total";"Both Sexes";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"17501";""
"Armenia";"2022";"Total";"Both Sexes";"Not Stated";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"49354";""
"Armenia";"2022";"Total";"Both Sexes";"Yeshiva's witness";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"5282";""
"Armenia";"2022";"Total";"Both Sexes";"Molokai";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2000";""
"Armenia";"2022";"Total";"Both Sexes";"Shar-fadinian";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"14349";""
"Armenia";"2022";"Total";"Male";"Armenian Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1317799";""
"Armenia";"2022";"Total";"Male";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2561";""
"Armenia";"2022";"Total";"Male";"Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"8584";""
"Armenia";"2022";"Total";"Male";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"6871";""
"Armenia";"2022";"Total";"Male";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1126";""
"Armenia";"2022";"Total";"Male";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"4449";""
"Armenia";"2022";"Total";"Male";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"8883";""
"Armenia";"2022";"Total";"Male";"Not Stated";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"24123";""
"Armenia";"2022";"Total";"Male";"Yeshiva's witness";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1582";""
"Armenia";"2022";"Total";"Male";"Molokai";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1035";""
"Armenia";"2022";"Total";"Male";"Shar-fadinian";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"7468";""
"Armenia";"2022";"Total";"Female";"Armenian Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1475243";""
"Armenia";"2022";"Total";"Female";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"3755";""
"Armenia";"2022";"Total";"Female";"Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"9300";""
"Armenia";"2022";"Total";"Female";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"8965";""
"Armenia";"2022";"Total";"Female";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1006";""
"Armenia";"2022";"Total";"Female";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"4586";""
"Armenia";"2022";"Total";"Female";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"8618";""
"Armenia";"2022";"Total";"Female";"Not Stated";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"25231";""
"Armenia";"2022";"Total";"Female";"Yeshiva's witness";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"3700";""
"Armenia";"2022";"Total";"Female";"Molokai";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"965";""
"Armenia";"2022";"Total";"Female";"Shar-fadinian";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"6881";""
"Armenia";"2022";"Urban";"Both Sexes";"Armenian Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1783307";""
"Armenia";"2022";"Urban";"Both Sexes";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"5281";""
"Armenia";"2022";"Urban";"Both Sexes";"Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"5148";""
"Armenia";"2022";"Urban";"Both Sexes";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"8703";""
"Armenia";"2022";"Urban";"Both Sexes";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"502";""
"Armenia";"2022";"Urban";"Both Sexes";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"4604";""
"Armenia";"2022";"Urban";"Both Sexes";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"14549";""
"Armenia";"2022";"Urban";"Both Sexes";"Not Stated";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"44560";""
"Armenia";"2022";"Urban";"Both Sexes";"Yeshiva's witness";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"3799";""
"Armenia";"2022";"Urban";"Both Sexes";"Molokai";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"366";""
"Armenia";"2022";"Urban";"Both Sexes";"Shar-fadinian";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1094";""
"Armenia";"2022";"Urban";"Male";"Armenian Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"811150";""
"Armenia";"2022";"Urban";"Male";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2179";""
"Armenia";"2022";"Urban";"Male";"Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2272";""
"Armenia";"2022";"Urban";"Male";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"3549";""
"Armenia";"2022";"Urban";"Male";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"260";""
"Armenia";"2022";"Urban";"Male";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"2266";""
"Armenia";"2022";"Urban";"Male";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"7254";""
"Armenia";"2022";"Urban";"Male";"Not Stated";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"21693";""
"Armenia";"2022";"Urban";"Male";"Yeshiva's witness";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"1051";""
"Armenia";"2022";"Urban";"Male";"Molokai";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"162";""
"Armenia";"2022";"Urban";"Male";"Shar-fadinian";"Census - de jure - complete tabulation";"Final figure, complete";"2024";"496";""
